label,protocol_type,service,flag,duration,src_bytes,dst_bytes,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,num_failed_logins,logged_in
Probe,tcp,other,SF,0.0170470681107092,4,3,52,1,0.30457091031911004,0.4574571119679544,0.11427518487128513,0.7851873923823498,197,15,1,0
Probe,tcp,dns,SF,0.09908229404731732,8,1,38,6,0.0624014968946488,0.0,0.29460394268116996,0.7178917154204569,201,7,0,0
normal,udp,http,SH,1.9786685726015447,548,1206,7,10,0.0,0.0,0.8335850839160348,0.044109450558057164,23,26,0,1
DoS,udp,dns,S0,0.24227724823084656,10,1,176,204,0.9276113112446989,0.28974218231228244,0.9353538794361477,0.026106830304052274,242,259,0,0
normal,tcp,smtp,RSTR,5.250236076079723,3380,1736,6,13,0.014019127867857896,0.029788501991621703,0.8864362820456101,0.054255742005905924,23,24,0,1
normal,tcp,ftp,SF,0.7459529687145743,102,514,6,5,0.006751028224053067,0.050026643935636855,1.0,0.0,13,24,0,1
normal,tcp,telnet,SH,2.3029032210319484,49,610,10,7,0.026999850900755382,0.02582583479772979,0.9563837646876411,0.0,21,23,0,0
normal,icmp,ssh,SF,10.994761181289123,392,1867,3,5,0.016604998672561502,0.03064835621442117,0.8378215623778206,0.053045842309614524,17,16,0,0
DoS,tcp,smtp,SF,0.21329645552848628,35,5,185,203,0.9929266940541592,0.038774404093722493,0.9563417514976996,0.008506390297869777,263,267,0,0
DoS,udp,telnet,SF,0.15625329224938067,10,2,226,197,0.737164226775105,0.2269652493403934,0.9597860821776438,0.014204760648454011,259,245,0,0
normal,tcp,http,SF,6.888450841932647,215,341,3,8,0.030813814982268824,0.04226207162060394,0.9517113319133468,0.05666991469427849,19,15,0,1
DoS,tcp,ftp,RSTR,0.24768317034365606,8,2,196,226,0.8925092719914534,0.09104730881394472,1.0,0.01197186282590109,249,284,0,0
DoS,tcp,http,S0,0.01099689193806711,33,3,199,212,0.8979462261098925,0.0821159018011382,1.0,0.036587708097579975,253,265,0,0
normal,tcp,smtp,SF,4.54207605289562,1388,812,6,3,0.042429204422258185,0.017853983520285183,0.8305277804729394,0.11322451288958797,14,20,0,0
normal,icmp,ftp,SF,16.670555581519363,271,1221,6,3,0.03499698293631278,0.04839341071007336,0.8412203576960906,0.0,20,18,0,1
normal,icmp,telnet,SF,2.7484453203661054,158,652,14,5,0.017563520870971572,0.028401808319754505,1.0,0.01012151591093826,25,21,0,0
Probe,udp,ftp,SF,0.04965395454741974,7,3,63,4,0.4346088545468961,0.3720414145548,0.08874662368883449,0.537496086851715,215,11,1,0
normal,udp,private,RSTR,3.208327672269109,82,397,5,2,0.0,0.012462716279839515,1.0,0.04645288649745384,13,20,0,1
DoS,tcp,telnet,SF,0.39532901471226356,55,1,196,182,0.9201780145680689,0.07675879610930925,0.9934288901171873,0.0,240,223,0,0
DoS,udp,http,SF,0.1348687046072802,3,1,187,216,0.9101147054499116,0.1591916707418124,0.9456181257643383,0.0,247,245,0,0
normal,tcp,smtp,SF,14.270517674447955,147,155,6,12,0.046641810589744426,0.020185960938149068,0.8882511888576828,0.0684040781626222,23,14,0,1
DoS,udp,telnet,SF,0.6005599078081775,20,8,176,200,0.7452039866853346,0.13946269833881908,0.9766481205629071,0.0,252,231,0,0
normal,tcp,ssh,S0,2.953307042852245,1373,70,13,11,0.0,0.017505263178233546,0.7615834156273118,0.04002140867904791,19,25,0,1
normal,udp,http,REJ,0.6770669267674099,3273,4640,5,7,0.0,0.028282784507131863,0.8616755692018805,0.11349687132237274,22,16,0,1
normal,tcp,private,SF,0.4361385979028326,3635,621,6,8,0.0,0.009849377374003454,0.9851287429629738,0.04364935926541739,22,21,0,0
DoS,tcp,dns,REJ,0.6675218439042678,20,6,180,221,0.7662487710167578,0.122718704024955,1.0,0.008426133239200719,277,255,0,0
DoS,tcp,http,RSTR,0.226562082468198,48,2,207,225,0.9653871471394089,0.20942801138061062,0.9633004138484943,0.025769192835799253,283,254,0,0
normal,tcp,telnet,SF,16.06894623776824,511,865,8,3,0.018431467738722826,0.05787375867081754,0.7859660789952563,0.08221870824378744,17,27,0,1
normal,tcp,smtp,S0,0.7850953160144191,443,2200,11,9,0.05358619027738443,0.018223106628774792,0.824097551663151,0.020805661063665788,18,20,0,0
Probe,tcp,private,REJ,0.23372572357539592,9,1,56,3,0.13574515866682454,0.6812681029011183,0.20744334664111747,0.8049598236343609,200,15,0,0
R2L,tcp,ftp,SF,15.194006540668239,32,2,2,1,0.11937326035822338,0.08477796742491442,0.7993136423905307,0.369837629397398,7,10,2,0
normal,tcp,http,SH,2.730222051721502,865,367,7,10,0.031661680138020364,0.0001503672169655204,0.7833635310085847,0.046763274816435024,20,18,0,0
DoS,tcp,ssh,SF,0.8735291059612139,1,1,183,233,0.9381218380266384,0.07853043329938889,1.0,0.01541091011531678,251,290,0,0
R2L,udp,private,RSTR,2.1807246117888845,36,186,1,3,0.01238664322628781,0.13422101390783636,0.47297522768941863,0.0,13,13,1,1
DoS,udp,smtp,S0,1.1099639678965383,37,1,222,219,1.0,0.0,0.9888504300188459,0.02497030348845982,271,260,0,0
normal,udp,dns,S0,3.598469532128545,683,2453,13,9,0.0308539213874311,0.04878193872889604,0.9674091390492646,0.0,28,25,0,1
normal,tcp,dns,REJ,3.907872275493972,1036,353,5,12,0.046403690338430365,0.018954985477446923,0.8842515567447754,0.024487882791008872,13,22,0,1
normal,udp,dns,REJ,8.78105012626893,425,94,10,10,0.013980750073310316,0.013163846687594561,0.8972171080775184,0.00863017488753328,29,18,0,1
R2L,udp,ssh,RSTR,15.753802046882832,7,19,6,2,0.13870476527293737,0.3060095763824201,0.6479282541423157,0.20668659349570623,13,7,2,1
normal,udp,http,SF,0.004297466827131554,484,528,7,8,0.0410495017418747,0.054840053602298405,0.8876646200624724,0.060173850271669854,12,21,0,1
normal,tcp,smtp,S0,16.549291383203634,122,2571,6,11,0.06146476355003416,0.021842467837553243,0.9391901944141698,0.07661860112896521,13,21,0,1
normal,tcp,private,SF,3.8430552119106993,928,106,11,6,0.004168495023002962,0.010351770347692578,0.9378046797862838,0.0,22,23,0,1
DoS,tcp,other,SF,0.4881969074511742,31,3,193,231,1.0,0.15543690773412278,0.980054981984078,0.03731341749527315,245,231,0,0
R2L,udp,smtp,SF,4.00719037530238,80,28,3,5,0.02719580879653842,0.2995754676973035,0.763175399159421,0.46534033240350786,5,12,0,0
normal,udp,http,SF,1.3236024705360891,4636,150,4,8,0.04630598660512103,0.01235674678324052,0.9176016043319862,0.04596400700631477,13,15,0,1
normal,tcp,dns,S0,7.062548778939545,116,801,9,6,0.04178588006487444,0.04555868332486928,0.9910160330197455,0.04215685299955363,15,30,0,1
Probe,tcp,ftp,SH,0.034264811713564214,16,1,59,3,0.7375396166000794,0.4121306406279264,0.11476996648508071,1.0,208,14,0,0
R2L,udp,ftp,SF,5.600723722906179,14,16,0,4,0.0,0.19473099356021903,0.5821274876007836,0.25766402830735374,4,5,2,1
DoS,udp,http,REJ,0.6491924430488267,64,2,192,199,0.7381019932431234,0.08448959270437127,0.9501597929137214,0.0,251,269,0,0
normal,tcp,other,RSTR,2.592928930912914,67,1693,9,8,0.026969987327554,0.04608323936727242,0.803924354900401,0.043652204838137976,32,18,0,1
DoS,tcp,ssh,S0,0.08642581863037377,8,1,186,201,0.9032561821054573,0.13852879375872362,0.9806082278218137,0.00941598162434771,247,261,0,0
normal,tcp,ssh,SF,0.49706762298512785,557,59,7,5,0.004465555777857948,0.019725559546137545,0.8343841976711506,0.14591529971775563,15,17,0,1
normal,udp,other,SF,1.3293067623653074,262,226,5,5,0.035861224917286806,0.030587857983845126,0.9862276711012544,0.03467353748827613,23,21,0,1
normal,tcp,telnet,REJ,2.272257336755965,175,105,6,9,0.04116681227538839,0.05830535467688161,0.9260505954347668,0.0921788575810784,30,17,0,1
normal,tcp,dns,SF,6.234375475296825,703,318,10,8,0.006846921009503152,0.03078860589002745,0.8904514997732249,0.04828925477745609,17,25,0,1
Probe,tcp,smtp,SF,0.621990193926734,11,2,41,4,0.5155698382246875,0.2696451810732668,0.14941666847682672,0.7151741591541285,221,8,0,0
normal,udp,telnet,SF,11.412250226263074,57,1510,14,4,0.010254102260449925,0.014469372874287921,0.9772932938953601,0.05320832279138349,20,22,0,1
normal,tcp,other,SF,8.663326634765792,163,328,7,7,0.004468811103454016,0.014677481134603392,0.9046472021861945,0.010137236715942424,17,20,0,1
normal,udp,telnet,RSTR,5.0768963269539205,495,834,10,5,0.013986321755075679,0.0,0.9005075636353312,0.0,24,22,0,0
normal,tcp,smtp,SH,0.5329124173219767,132,199,7,4,0.0672927999266517,0.014683545723930559,0.7899548065896657,0.08624904686734011,20,26,0,1
normal,tcp,smtp,S0,5.784786657471781,190,134,10,10,0.07839038037557688,0.013754461838403,0.7110201570706172,0.08183146249857523,27,16,0,1
U2R,tcp,smtp,SF,13.672645479723334,2766,117,0,4,0.0,0.09446573031459529,0.44506993786820837,0.08527710105519762,3,9,0,1
normal,tcp,private,S0,10.621933379755102,2031,6613,5,11,0.004399860057376288,0.00821840083711808,0.8080244302094789,0.07302271054644949,18,17,0,1
R2L,tcp,http,SF,0.4410483949988769,135,9,2,3,0.1461054234554091,0.04850760633760806,0.3043579822429747,0.29784477247936625,12,11,3,1
DoS,udp,http,SF,0.8460317463782505,19,2,186,192,0.8072929394723314,0.0,0.9738672491152125,0.04627273706390987,255,251,0,0
Probe,icmp,http,REJ,0.8604370840660288,5,2,48,3,0.46500551988254524,0.07776739111615438,0.14844099933946311,0.6000454934476286,206,7,0,0
DoS,tcp,private,SF,0.3782275423837,31,3,198,207,0.9859396142043347,0.06060975133843416,1.0,0.006191955810878518,263,246,0,0
normal,tcp,other,RSTR,2.4813995519387637,430,91,11,5,0.05635205580837019,0.023971123070557637,0.9539157516499226,0.015443457654711452,27,19,0,1
Probe,tcp,private,SF,0.1808817418793709,12,1,44,7,0.22217097984834855,0.6175020265685205,0.12828585024258454,0.8434783896932418,232,12,0,0
normal,tcp,http,SF,2.251203392143297,738,145,12,7,0.01311698668854945,0.07089078656494759,0.8851980251508585,0.039696882306247724,17,20,0,1
DoS,tcp,dns,RSTR,0.1911180663626695,50,2,231,203,0.9673565515298966,0.10063807631883014,0.9566449139510016,0.026163603333551715,286,238,0,0
DoS,udp,other,SF,0.02138459586845882,37,4,202,221,0.8629179969869721,0.13936996593406387,1.0,0.03186056250845984,304,267,0,0
normal,tcp,dns,SF,2.170742988235064,605,410,7,11,0.002814143763303429,0.009128296182872976,1.0,0.10651144791889292,21,18,0,1
normal,tcp,other,RSTR,1.3667566637768405,1136,304,12,13,0.002690137715375022,0.031376472879649085,0.9017875867542671,0.030306134692526004,17,18,0,1
normal,tcp,dns,SF,0.028916838318072853,103,288,5,7,0.025969789274105638,0.0,0.9254186053989062,0.08211979517688676,15,22,0,0
R2L,tcp,other,SH,7.56472217000898,20,30,1,1,0.06724556977431566,0.3445297429578822,0.4950708928746425,0.5143487713531438,16,8,5,0
normal,udp,ssh,SF,0.1650216341031592,274,109,11,6,0.07566061653447109,0.0,0.9728814618175423,0.13350602782682347,24,18,0,0
normal,icmp,dns,SF,2.43299076565251,520,1369,16,5,0.06884447630226319,0.03486323252882864,0.9124979379311361,0.11425222974105273,21,20,0,0
normal,tcp,private,S0,5.072805058906519,297,82,7,9,0.0,0.0020461266937621438,0.9219279260157538,0.01644834006431177,20,13,0,0
normal,udp,smtp,RSTR,0.3491704594355387,2119,140,9,12,0.008537577333740115,0.0,0.9839444915706346,0.16006959858590558,19,20,0,1
normal,tcp,other,SF,1.3872370362485495,518,1009,6,7,0.0,0.040534162110714346,0.8859867760701721,0.03297016451710974,32,22,0,1
DoS,icmp,ftp,SF,0.31279399620276116,41,4,204,182,0.7548978150804733,0.08152150493065895,0.9510063542374037,0.0,251,243,0,0
normal,tcp,dns,SF,1.555281954846205,482,186,7,3,0.0498331073730358,0.06532058875287775,0.7280868687598805,0.06977748974927252,13,16,0,1
DoS,tcp,other,REJ,0.2080157408835495,5,1,224,208,1.0,0.13257737379570775,0.9999180632838646,0.015956409225208336,251,251,0,0
DoS,udp,other,RSTR,1.2218063494017597,33,1,177,197,0.8108364940585735,0.17168393703838725,0.9545612069440393,0.006335277551071795,270,244,0,0
normal,tcp,dns,SF,0.41990945261017015,750,5822,10,12,0.0,0.026927304380231904,0.8405063104960665,0.0663095612966505,23,16,0,1
normal,tcp,other,SF,3.200791979865067,151,254,5,5,0.007200127912377355,0.06086874400875121,0.9261791959636715,0.07969937075159925,13,20,0,1
normal,tcp,telnet,RSTR,1.70578277436542,71,208,8,8,0.00687027109410528,0.0,0.9565890237183344,0.15771745230575246,15,20,0,1
Probe,tcp,other,SF,0.17969864516063017,8,6,51,8,0.13319938819327662,0.4952093022300183,0.058138870515025455,0.7000077300470691,205,15,1,0
normal,tcp,ftp,SF,14.07588598514268,646,224,5,7,0.03424855973953181,0.0035198480102329767,0.8913061792160681,0.03329145209065791,23,18,0,1
normal,tcp,private,SF,0.8192477922642585,1918,194,9,5,0.041565304323328535,0.0,0.9260469009726938,0.007329055540744124,23,18,0,1
DoS,tcp,private,RSTR,0.10725780203210573,91,1,195,210,1.0,0.2362379083237814,0.9594956334484814,0.034985105687377824,270,277,0,0
DoS,tcp,http,S0,0.3376484311058925,25,1,202,199,0.8220297584055554,0.07545743084831524,0.9973260300123685,0.018412968210656848,292,242,0,0
normal,udp,http,SF,1.844342129770391,979,724,6,13,0.0,0.020048436669845432,0.8954343993367629,0.0,22,17,0,1
DoS,udp,ftp,RSTR,0.21295919767297627,2,1,190,187,0.8799187422934623,0.23821652205448587,1.0,0.0141984087596411,263,247,0,0
normal,tcp,dns,S0,1.00806906663554,1461,578,6,11,0.007435658629711316,0.0,0.8662222923478367,0.10428274358031349,20,15,0,1
DoS,tcp,http,SF,0.061339503099465856,18,4,195,195,0.8425531328122363,0.14447346354436494,0.9525980479259373,0.048751579961602017,242,246,0,0
normal,tcp,dns,REJ,1.8171376108456188,878,1408,9,10,0.016608150377086402,0.0,0.9909076376221166,0.0,18,14,0,1
R2L,tcp,smtp,SF,6.918465853588447,6,29,3,7,0.0,0.07625783494037805,0.10307117346745076,0.0,13,7,2,0
normal,udp,http,REJ,5.4472774848290335,2936,142,7,7,0.040685955360471496,0.04343851200937167,0.8387381103355667,0.08377160475223164,17,18,0,1
R2L,tcp,dns,RSTR,7.357821498004808,12,51,2,1,0.0,0.022284249557622537,0.9589384486930781,0.36742950162334587,11,12,3,0
DoS,udp,private,SF,0.29376070529231685,11,8,209,194,0.7720248412090762,0.13164008025260368,0.9213143300845946,0.009482441018565513,229,267,0,0
normal,tcp,telnet,SF,0.8561692106727652,1201,610,7,12,0.03834695788793052,0.041048367118399154,0.7871079288659024,0.12183590425571501,23,23,0,1
normal,tcp,dns,RSTR,3.739348810553543,690,685,8,8,0.0013255528718678355,0.0028900419370087166,0.8188295474412135,0.13336049333822886,21,14,0,1
normal,tcp,smtp,RSTR,2.9986695464064144,709,26,8,9,0.03338204202317169,0.0,0.8969813753034743,0.14546677447536116,26,18,0,1
normal,tcp,dns,SF,4.658031578541493,143,20325,6,5,0.010066151504479518,0.020812002531855334,0.9231871620674674,0.1456419185331982,38,15,0,1
R2L,udp,telnet,SF,4.839185574069918,15,8,1,1,0.0468087327456139,0.2422722465229572,0.7132717440834382,0.3593073499367114,9,8,1,0
normal,tcp,private,S0,5.563856293667936,841,368,12,8,0.004843689451389946,0.0,0.9310731975577055,0.0649750023464821,14,22,0,1
normal,udp,telnet,REJ,4.260663845120688,543,912,5,3,0.004475576254249436,0.007733408800703716,1.0,0.013790528360847785,16,11,0,0
normal,tcp,ssh,RSTR,3.232000347200503,2074,1159,9,7,0.0,0.002285271075909253,0.9401943853208278,0.07648932442315948,19,13,0,1
normal,icmp,ssh,SF,19.436851051485256,477,1510,10,10,0.00543640581740267,0.0,0.9761273268621788,0.1043460496006999,21,18,0,1
R2L,tcp,private,SF,2.8229620042626733,77,8,3,6,0.2985039273510527,0.24047941839802778,0.6391899308233145,0.13636181278686613,10,13,2,0
Probe,tcp,dns,SF,0.0707370002442723,12,3,49,4,0.2772522034246273,0.26563630064173716,0.14567751802224588,0.6453186930892719,224,10,0,0
normal,udp,http,SF,2.142196834237956,572,836,8,11,0.0,0.01956631731640688,0.9025467642391011,0.1034990260407417,21,17,0,1
DoS,udp,dns,SF,0.7620349442818684,24,2,181,212,0.8275146143370099,0.13287885555536663,0.9413613399049959,0.0,262,232,0,0
normal,tcp,ssh,SF,1.0656063642824722,180,2097,4,5,0.012496789134767983,0.004200764053182572,0.9500446814183128,0.013769730189699722,17,15,0,1
DoS,tcp,ftp,SF,0.4845573144077768,16,4,227,207,0.8122341154110144,0.0697647575528518,0.9317951484453892,0.0,208,289,0,0
Probe,tcp,private,RSTR,0.4013925565767365,8,1,51,7,0.34800644923985047,0.7004045615818639,0.03270401538556987,0.8540260620789482,203,10,0,0
normal,udp,dns,SF,3.5864015589682467,409,235,6,7,0.02557017565111439,0.014853515299954668,0.9481550355459317,0.07824760738606058,15,23,0,1
R2L,tcp,other,SF,15.05336715665499,18,58,5,1,0.07897376481416815,0.2964888038141765,0.6390413422923795,0.5930032402096582,11,9,2,0
normal,tcp,other,SF,1.5826931477333832,145,25,7,8,0.03874506973467241,0.042973499368524015,0.9742647423843601,0.09171615711409106,20,26,0,0
Probe,tcp,ftp,SF,0.03911072665056512,6,1,53,4,0.505932013680678,0.8267774846262164,0.06880609826181663,0.5863583499665751,193,14,0,0
DoS,udp,http,REJ,1.1740325695936606,71,1,208,209,0.9934113187758772,0.07799374130385965,1.0,0.02407629266113604,248,268,0,0
DoS,udp,http,SF,0.09627861178188629,92,3,204,210,0.9789183636005154,0.08008879146941385,0.9321807017691321,0.0,260,239,0,0
Probe,udp,ssh,SF,0.004894041754222557,11,1,53,8,0.02777402681520369,0.38919410264138876,0.012856795146645922,0.5058541020482117,203,11,0,0
normal,tcp,private,SF,11.839632236100677,377,2060,14,4,0.0,0.03106167720988255,0.8325474823354538,0.021229691092990156,16,26,0,1
normal,udp,private,SF,0.9251466515624538,186,1375,8,9,0.010994801648766976,0.008260367769375745,0.8476303270657346,0.03843470518450692,16,25,0,1
normal,tcp,ftp,SH,4.281575339340065,376,3654,14,7,0.012863028525346388,0.04481705865966033,0.8885208499978963,0.0,21,22,0,1
DoS,udp,private,SF,0.20064440636374195,6,1,193,201,0.9027868451195228,0.08147419167704606,0.9939607027666674,0.018204472389904292,248,265,0,0
Probe,tcp,http,SF,0.07239720539038262,3,5,50,4,0.11065869149890617,0.47194348957003723,0.24486916269979284,0.5663515218321346,221,16,0,0
DoS,tcp,other,SH,0.036944828877842145,50,2,202,189,0.7614637687610399,0.21028281742321464,0.9800297642890349,0.02440776587636301,219,258,0,0
normal,tcp,ssh,SF,1.508582438190471,4862,704,6,4,0.02273084528870088,0.0354823145555226,0.8027762915162936,0.04405903975567616,14,21,0,1
DoS,tcp,smtp,RSTR,2.570326216916163,31,3,188,211,0.9672793129888949,0.0,1.0,0.008254540175343992,284,248,0,0
DoS,tcp,dns,S0,0.3190309827863086,22,5,203,189,0.9308537588813113,0.0,0.9791304361317134,0.0,285,241,0,0
normal,tcp,ssh,SF,6.033484686790633,852,2386,8,14,0.0,0.025965903026407985,0.8845945757240868,0.046241056018581944,17,11,0,0
normal,tcp,private,SF,5.9260083039324565,504,610,7,8,0.038738105840773265,0.005474874965656115,0.8083658644008427,0.09745220546965143,21,25,0,1
U2R,tcp,ftp,SF,1.1238405613610498,89,1256,2,0,0.0,0.0,0.62572886619162,0.3074663012020813,6,7,0,1
normal,tcp,telnet,REJ,4.259023322882845,155,289,7,6,0.0001305714882566672,0.0042456395909381585,0.8565007577925432,0.024146136700531524,23,23,0,1
DoS,tcp,ssh,SF,0.047732796905015404,12,5,165,218,0.989720819978452,0.0,1.0,0.0254897717513958,236,240,0,0
normal,tcp,other,RSTR,1.5349222156741398,82,270,5,4,0.0019386882992815692,0.019324229433060253,0.8584071376143844,0.06625542690593876,15,25,0,1
normal,tcp,smtp,SF,1.2765487042195676,39,981,13,4,0.029090036174129717,0.0,0.8142037735892484,0.0,17,20,0,1
normal,tcp,ssh,SF,8.368144192999909,1634,37,6,8,0.02898014725539371,0.00519534462604985,0.9351401418246849,0.10514879035464553,20,14,0,1
Probe,tcp,telnet,S0,0.02551575574933046,5,3,57,5,0.49326241525166276,0.2681125207917491,0.0,0.9728139888171805,185,12,0,0
normal,tcp,telnet,RSTR,3.2155316319528433,509,10035,3,8,0.023782397966889163,0.0,0.9347603000080783,0.0359377098629438,9,21,0,1
normal,udp,smtp,SF,3.5392401408882006,919,17,8,5,0.0,0.03734827755234453,0.9353931794055963,0.022064486716767452,12,20,0,1
normal,tcp,ssh,SF,7.730607430350216,2870,2571,11,8,0.0,0.012947127746199126,0.9102444137803903,0.09883953649877138,17,19,0,0
normal,icmp,ftp,SF,9.282793194955417,106,557,8,11,0.015862986282595165,0.02569544751359747,0.8102743142784987,0.04182933293098728,18,20,0,1
Probe,udp,private,SF,0.1197534236946819,4,2,52,8,0.44323591978187116,0.29917854583001663,0.2831867178096611,0.6336316971708567,196,17,0,0
Probe,tcp,ssh,S0,0.01687607560691897,11,4,51,5,0.21350442988816226,0.2068623822127661,0.31355206637504535,0.8232046632407148,210,11,0,0
DoS,udp,telnet,SH,1.129176881009502,36,3,203,208,0.8802360913182624,0.18002563336159083,0.970875833829918,0.0,267,239,0,0
normal,tcp,smtp,SF,2.182342798821894,251,596,8,6,0.03983010160456879,0.03696889742843811,0.886676673891482,0.0025451944260924605,20,24,0,1
DoS,tcp,smtp,SF,0.933156803931141,16,3,195,217,1.0,0.16592108092748475,0.9646017020279842,0.03896115744391452,259,273,0,0
DoS,udp,private,REJ,1.3731247326892555,7,2,188,207,0.9350908580709169,0.1966224329050598,1.0,0.04206579737462362,249,282,0,0
DoS,tcp,http,SF,1.2808124548283009,15,2,148,206,0.8018019505472077,0.021822293094726053,1.0,0.04424698063619408,259,252,0,0
normal,tcp,ftp,SF,6.113437924543096,1387,331,8,11,0.0013509839582265606,0.02839572075900148,1.0,0.024710067942432464,25,22,0,1
normal,tcp,ftp,S0,1.9021418464796143,104,282,7,9,0.028536480561495145,0.0,0.8278807889651199,0.0,22,22,0,0
normal,icmp,telnet,REJ,1.120008205196001,1719,1097,4,7,0.03630697769529449,0.01847830574581532,0.8117141992983664,0.02510964691455662,18,17,0,1
normal,tcp,private,REJ,0.5500440745603895,364,1661,12,10,0.013596720437273675,0.041382162759423684,0.7698768152321532,0.1599175730323572,22,15,1,0
DoS,tcp,other,SH,0.06161090977656572,11,1,210,184,0.903976660461155,0.23887242429045233,0.9352993987784183,0.006764227572240795,245,272,0,0
normal,udp,other,SF,2.732386089905623,791,434,11,7,0.00492073226004109,0.0,0.8484790459154891,0.10079693407335402,17,20,0,1
R2L,udp,smtp,SF,13.347606358718654,93,11,3,2,0.009277037767937979,0.0,0.569031703932722,0.0,10,9,3,0
DoS,udp,private,SF,0.4792227913385171,50,4,189,212,0.690796826962134,0.014590930136055363,0.9890906000385854,0.0,248,251,0,0
normal,udp,smtp,S0,2.901789403373125,3105,1059,9,9,0.019674924243261584,0.0034912378556289578,0.9357380753947737,0.0,13,22,0,1
normal,tcp,ftp,REJ,11.139440368881894,213,1889,9,9,0.026444317120367287,0.00037424320304215233,1.0,0.164273188485769,29,19,1,1
DoS,tcp,dns,SF,0.328776851631946,33,2,194,193,0.7590737025826233,0.07179838591719102,0.9612262029419721,0.0,252,238,0,0
normal,tcp,smtp,RSTR,0.0012454138332664345,135,350,5,7,0.058700345049741226,0.05378895178997589,0.7676130107810648,0.10710345119360908,14,15,0,0
normal,icmp,http,SF,0.38215396694244097,941,551,8,7,0.0,0.011606586621568857,0.8658462634135273,0.0952405767768328,22,19,0,1
normal,tcp,telnet,SF,5.76947770899608,443,16,8,5,0.006741679540170863,0.003843327272168573,0.8448931755140205,0.05830539209420721,7,19,0,0
normal,tcp,telnet,SF,1.2800530437115774,2511,975,4,8,0.018223437154008915,0.030964542475717304,0.864331748479174,0.006714000307325704,15,26,0,1
normal,tcp,dns,RSTR,1.4608800795076704,151,506,13,5,0.03563847816463219,0.05092759799573009,1.0,0.04959159701195822,26,24,0,0
DoS,tcp,telnet,S0,0.19732348324017626,4,1,195,186,0.8864633110393094,0.15039248647904593,0.9528964090981937,0.03229455170499382,231,266,0,0
DoS,tcp,smtp,SF,0.8575336302770606,27,3,197,191,0.8658004285836459,0.17795120105667458,0.9722900966742755,0.01390678058683325,243,268,0,0
normal,icmp,smtp,SF,10.247661037273378,6941,624,11,10,0.0031585209496286584,0.005584305359621282,0.987532850041508,0.07046832687111458,19,20,0,1
normal,udp,telnet,S0,14.10452658264126,452,170,10,12,0.027709166869131385,0.018015945599737012,0.8410431928648843,0.057401561882223846,17,21,0,1
Probe,tcp,dns,SH,0.08514585957591356,10,3,51,5,0.6402736007097591,0.1959979998909782,0.0,1.0,226,4,1,0
normal,tcp,smtp,RSTR,0.7165858614760239,449,358,8,14,0.042161350496377634,0.008761333240568402,0.9564752861072129,0.013907688522698872,22,23,0,1
R2L,udp,smtp,SF,6.665849173666508,124,49,2,4,0.018696128329509565,0.06942084802846515,0.5607731735915762,0.08386534793487865,8,9,0,1
DoS,udp,ssh,RSTR,1.0753566489991875,88,3,208,231,0.9003986062327057,0.0,0.9745631356006025,0.0044234171280803005,268,275,0,0
normal,tcp,smtp,SF,1.9402482306107705,247,322,9,9,0.004849480268153114,0.019002337654944305,1.0,0.0016124515260990263,15,19,0,1
DoS,tcp,http,SF,0.06658455222485167,11,2,225,191,0.7175374206056804,0.1083848886528207,1.0,0.005022638261047205,255,248,0,0
normal,tcp,ftp,SF,5.194558948977141,489,450,8,6,0.01953038398574994,0.013569763045821606,0.8915843643491892,0.0,20,20,0,1
Probe,tcp,other,SF,0.13608794258449416,11,0,57,5,0.0,0.527791713265084,0.0,0.7316332153470524,189,8,0,0
normal,tcp,other,REJ,9.028352849522674,2655,270,11,7,0.0,0.009361918008458441,1.0,0.03984196361494277,27,22,0,1
normal,tcp,dns,SF,1.4914384751548693,349,281,11,9,0.02451847417431083,0.0,0.8672117687887858,0.0,26,19,0,1
Probe,tcp,other,S0,0.0028008260842884644,7,4,45,7,0.0,0.0,0.0,0.7964051467301424,222,14,0,0
R2L,tcp,http,SF,8.179891219189948,7,35,6,2,0.1707092069539503,0.09879383775404091,0.5698237279566165,0.45477124335289365,7,14,2,0
Probe,tcp,ftp,SF,0.28539686826879285,7,2,49,6,0.0,0.5077550895680136,0.27863442413028183,0.8020350774497441,197,7,0,0
Probe,icmp,ftp,SF,0.25213376216409844,2,4,63,3,0.2566411849291315,0.5276262899094505,0.18093153539380194,0.6292927635974436,203,12,0,0
normal,tcp,other,SF,0.1993741247536192,1192,454,5,8,0.030009428256349224,0.009064022419651265,0.8579562666220125,0.05799418540599834,26,25,0,1
R2L,tcp,private,SF,2.3675873264892955,35,29,3,3,0.04328627306899799,0.09218084740003263,0.6322728471355461,0.05183742254734891,10,11,2,0
normal,udp,ftp,REJ,6.141799619563887,141,1663,6,7,0.013605425522471268,0.0025378805691240736,0.8721769083136678,0.03918403467683339,18,15,0,1
normal,tcp,http,SF,5.617061012023265,529,1139,4,6,0.0,0.030226521949197435,0.98367429988647,0.23894055479969312,21,14,0,1
normal,tcp,http,REJ,0.05221846573148227,336,1803,12,9,0.018757330355949713,0.05053926488526986,0.8866012768254804,0.07528456403646966,10,11,0,1
R2L,tcp,ftp,SF,1.6874787031383385,101,6,4,0,0.24134711607464815,0.24931788681114977,0.7191679418790066,0.14797524267191772,9,12,2,0
